procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 352068  37812 1446156    0    0     0     0  243   72 90  0 10  0  0
 1  0      0 352068  37812 1446156    0    0     0     0  247   76 90  0 10  0  0
 1  0      0 352068  37820 1446156    0    0     0    12  248   80 90  0 10  0  0
 1  0      0 352068  37820 1446156    0    0     0     4  243   74 90  0 10  0  0
 1  0      0 352068  37820 1446156    0    0     0     0  242   63 90  0 10  0  0
 1  0      0 352068  37820 1446156    0    0     0     0  244   80 90  0 10  0  0
 1  0      0 352068  37820 1446156    0    0     0     0  243   70 90  0 10  0  0
 1  0      0 352068  37828 1446156    0    0     0    12  254   92 90  0 10  0  0
 1  0      0 352068  37828 1446156    0    0     0     0  242   64 90  0 10  0  0
 1  0      0 352068  37828 1446156    0    0     0     4  244   74 90  0 10  0  0
 1  0      0 352068  37828 1446160    0    0     0     0  247   66 90  0 10  0  0
 1  0      0 352068  37828 1446160    0    0     0     0  241   70 90  0 10  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 352068  37836 1446160    0    0     0    12  245   76 90  0 10  0  0
 1  0      0 352068  37836 1446160    0    0     0     0  242   69 90  0 10  0  0
 1  0      0 352068  37836 1446160    0    0     0     0  242   64 90  0 10  0  0
 1  0      0 352068  37836 1446160    0    0     0     8  244   84 89  0 10  0  1
 1  0      0 352068  37836 1446160    0    0     0     0  242   64 90  0 10  0  0
 1  0      0 352068  37844 1446160    0    0     0    20  246   84 90  0 10  0  0
 1  0      0 352068  37844 1446160    0    0     0     0  241   64 90  0 10  0  0
 1  0      0 352068  37844 1446160    0    0     0     0  245   80 90  0 10  0  0
 1  0      0 352068  37844 1446160    0    0     0     0  242   63 90  0 10  0  0
 1  0      0 352068  37844 1446160    0    0     0     4  248   85 89  1 10  0  0
 1  0      0 352068  37848 1446160    0    0     0    20  252   89 90  0 10  0  0
 1  0      0 352068  37848 1446160    0    0     0     0  247   83 90  0 10  0  0
 1  0      0 352068  37848 1446160    0    0     0     0  240   64 90  0 10  0  0
 1  0      0 352068  37848 1446160    0    0     0     0  241   70 90  0 10  0  0
 1  0      0 352068  37848 1446160    0    0     0     0  244   78 90  0 10  0  0
 1  0      0 352068  37856 1446160    0    0     0    20  247   88 90  0 10  0  0
 1  0      0 352068  37856 1446160    0    0     0     0  240   64 90  0 10  0  0
 1  0      0 352068  37856 1446160    0    0     0     0  245   80 90  0 10  0  0
 1  0      0 352068  37856 1446160    0    0     0     0  244   67 89  1 10  0  0
 1  0      0 352068  37856 1446160    0    0     0     0  242   64 90  0 10  0  0
 1  0      0 352068  37860 1446160    0    0     0    12  248   77 90  0 10  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 352068  37860 1446160    0    0     0     4  246   72 90  0 10  0  0
 1  0      0 352068  37860 1446160    0    0     0     0  242   64 90  0 10  0  0
 1  0      0 352068  37860 1446160    0    0     0     0  241   70 90  0 10  0  0
 1  0      0 352068  37860 1446160    0    0     0     0  246   72 90  0 10  0  0
 1  0      0 352068  37864 1446160    0    0     0    12  248   82 90  0 10  0  0
 1  0      0 352068  37864 1446160    0    0     0     0  244   65 90  0 10  0  0
 1  0      0 352068  37864 1446160    0    0     0     4  247   80 90  0 10  0  0
 1  0      0 352068  37864 1446160    0    0     0     0  243   68 90  0 10  0  0
 1  0      0 352068  37864 1446160    0    0     0     0  242   70 90  0 10  0  0
 1  0      0 352068  37864 1446160    0    0     0    12  250   86 90  0 10  0  0
