procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5752180  61280 2064936    0    0     0     0  324   83 25  0 75  0  0
 1  0      0 5752180  61280 2064936    0    0     0     0  312   68 25  0 75  0  0
 1  0      0 5752180  61288 2064936    0    0     0    12  330   86 25  0 75  0  0
 1  0      0 5752180  61288 2064936    0    0     0     0  321   79 25  0 75  0  0
 1  0      0 5752180  61288 2064936    0    0     0     0  309   67 25  0 75  0  0
 1  0      0 5752180  61288 2064936    0    0     0     4  341   83 25  0 75  0  0
 1  0      0 5752180  61288 2064936    0    0     0     0  313   73 25  0 75  0  0
 1  0      0 5752180  61292 2064936    0    0     0    12  341  109 25  0 75  0  0
 1  0      0 5752180  61292 2064936    0    0     0     0  306   69 25  0 75  0  0
 1  0      0 5752180  61292 2064936    0    0     0     0  305   61 25  0 75  0  0
 1  0      0 5751172  61292 2064936    0    0     0     0  334  101 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 5751172  61296 2064932    0    0     0    16  336   85 25  0 75  0  0
 1  0      0 5751172  61296 2064936    0    0     0     8  320   80 25  0 75  0  0
 1  0      0 5751172  61296 2064936    0    0     0     0  321   71 25  0 75  0  0
 2  0      0 5751172  61296 2064936    0    0     0     0  311   67 25  0 75  0  0
 1  0      0 5751172  61296 2064936    0    0     0     0  335   95 25  0 75  0  0
 1  0      0 5751172  61296 2064936    0    0     0     0  312   69 25  0 75  0  0
 1  0      0 5751172  61304 2064936    0    0     0    16  330   97 25  0 75  0  0
 1  0      0 5751172  61304 2064936    0    0     0     0  338   84 25  0 75  0  0
 1  0      0 5751172  61304 2064936    0    0     0     0  309   80 25  0 75  0  0
 1  0      0 5751172  61304 2064936    0    0     0     0  307   66 25  0 75  0  0
 1  0      0 5751172  61304 2064936    0    0     0     0  307   63 25  0 75  0  0
 1  0      0 5751172  61312 2064928    0    0     0    12  317   82 25  0 75  0  0
 1  0      0 5751172  61312 2064940    0    0     0     8  326   81 25  0 75  0  0
 1  0      0 5751172  61312 2064940    0    0     0     0  310   67 25  0 75  0  0
 1  0      0 5751172  61312 2064940    0    0     0     0  328   84 25  0 75  0  0
 1  0      0 5751172  61312 2064940    0    0     0     0  315   68 25  0 75  0  0
 1  0      0 5751172  61316 2064940    0    0     0    20  338  110 25  0 75  0  0
 1  0      0 5751172  61316 2064940    0    0     0     0  317   74 25  0 75  0  0
 1  0      0 5751172  61316 2064940    0    0     0     4  329   76 25  0 75  0  0
 1  0      0 5751172  61316 2064940    0    0     0     0  322   76 25  0 75  0  0
 1  0      0 5751172  61316 2064940    0    0     0     0  311   77 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5751172  61320 2064940    0    0     0    12  316   85 25  0 75  0  0
 1  0      0 5751172  61320 2064940    0    0     0     0  313   65 25  0 75  0  0
 1  0      0 5751172  61320 2064940    0    0     0     0  321   69 25  0 75  0  0
 1  0      0 5751172  61320 2064940    0    0     0     4  340   86 25  0 75  0  0
 1  0      0 5751172  61320 2064940    0    0     0     0  314   68 25  0 75  0  0
 1  0      0 5751172  61328 2064940    0    0     0    12  330   91 25  0 75  0  0
 1  0      0 5751172  61328 2064940    0    0     0     0  319   69 25  0 75  0  0
 1  0      0 5751172  61328 2064940    0    0     0     0  325   78 25  0 75  0  0
 1  0      0 5749912  61328 2064940    0    0     0     0  334   86 24  1 75  0  0
 1  0      0 5749912  61328 2064940    0    0     0     4  341   76 25  0 75  0  0
 1  0      0 5749912  61336 2064940    0    0     0    12  330   91 25  0 75  0  0
 1  0      0 5749912  61336 2064940    0    0     0     0  310   69 25  0 75  0  0
 1  0      0 5749912  61336 2064940    0    0     0     0  317   71 25  0 75  0  0
 1  0      0 5749912  61336 2064940    0    0     0     0  334   85 25  0 75  0  0
 1  0      0 5749912  61336 2064940    0    0     0     0  331   79 25  0 75  0  0
 1  0      0 5749912  61344 2064940    0    0     0    16  333  102 25  0 75  0  0
 1  0      0 5749912  61344 2064940    0    0     0     0  339   86 25  0 75  0  0
 1  0      0 5749912  61344 2064940    0    0     0     0  314   70 25  0 75  0  0
 1  0      0 5749912  61344 2064940    0    0     0     0  324   74 25  0 75  0  0
 1  0      0 5749912  61344 2064940    0    0     0     0  315   71 25  0 75  0  0
 1  0      0 5749912  61348 2064940    0    0     0    12  335  106 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5749912  61348 2064940    0    0     0     4  331   75 25  0 75  0  0
 1  0      0 5749912  61348 2064940    0    0     0     0  323   62 25  0 75  0  0
 1  0      0 5749912  61348 2064940    0    0     0     0  317   82 25  0 75  0  0
 1  0      0 5749912  61348 2064940    0    0     0     0  317   71 25  0 75  0  0
 1  0      0 5749912  61352 2064940    0    0     0    20  340  100 25  0 75  0  0
 1  0      0 5749912  61352 2064940    0    0     0     0  318   69 25  0 75  0  0
 1  0      0 5749912  61352 2064940    0    0     0     4  339   91 25  0 75  0  0
 1  0      0 5749912  61352 2064940    0    0     0     0  312   63 25  0 75  0  0
 1  0      0 5749912  61352 2064940    0    0     0     0  318   72 25  0 75  0  0
 1  0      0 5749912  61360 2064940    0    0     0    12  326   85 25  0 75  0  0
 1  0      0 5749912  61360 2064940    0    0     0     0  317   80 25  0 75  0  0
 1  0      0 5749912  61360 2064940    0    0     0     0  307   59 25  0 75  0  0
 1  0      0 5749912  61360 2064940    0    0     0     4  332   79 25  0 75  0  0
 1  0      0 5749912  61360 2064940    0    0     0     0  323   69 25  0 75  0  0
 1  0      0 5749912  61368 2064940    0    0     0    12  355  103 25  0 75  0  0
 1  0      0 5749912  61368 2064940    0    0     0     0  317   65 25  0 75  0  0
 1  0      0 5749912  61368 2064944    0    0     0     0  317   72 25  0 75  0  0
 1  0      0 5736556  61368 2064944    0    0     0     0  369  100 24  1 75  0  0
 1  0      0 5736304  61368 2064944    0    0     0     8  335   93 25  0 75  0  0
 1  0      0 5736304  61376 2064936    0    0     0    20  319   86 25  0 75  0  0
 1  0      0 5736304  61376 2064944    0    0     0     0  310   79 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5736304  61376 2064944    0    0     0     0  314   64 25  0 75  0  0
 1  0      0 5736304  61376 2064944    0    0     0     0  307   70 25  0 75  0  0
 1  0      0 5736304  61376 2064944    0    0     0     0  310   71 25  0 75  0  0
 1  0      0 5736304  61380 2064944    0    0     0    16  342  100 25  0 75  0  0
 1  0      0 5736304  61380 2064944    0    0     0     0  314   67 25  0 75  0  0
 1  0      0 5736304  61380 2064944    0    0     0     0  315   83 25  0 75  0  0
 1  0      0 5736304  61380 2064944    0    0     0     0  304   61 25  0 75  0  0
 1  0      0 5736304  61380 2064944    0    0     0     0  309   66 25  0 75  0  0
 1  0      0 5736304  61388 2064936    0    0     0    12  318   80 25  0 75  0  0
 1  0      0 5736304  61388 2064944    0    0     0     4  334   90 25  0 75  0  0
 1  0      0 5736304  61388 2064944    0    0     0     0  301   61 25  0 75  0  0
 1  0      0 5736304  61388 2064944    0    0     0     0  317   73 25  0 75  0  0
 1  0      0 5736304  61388 2064944    0    0     0     0  318   72 25  0 75  0  0
 1  0      0 5736304  61392 2064944    0    0     0    12  335  102 25  0 75  0  0
 1  0      0 5736304  61392 2064944    0    0     0     0  315   70 25  0 75  0  0
 1  0      0 5736304  61392 2064944    0    0     0     4  326   75 25  0 75  0  0
 1  0      0 5736304  61392 2064944    0    0     0     0  315   72 25  0 75  0  0
 1  0      0 5736304  61392 2064944    0    0     0     0  335   94 25  0 75  0  0
 1  0      0 5736304  61400 2064944    0    0     0    12  333   94 25  0 75  0  0
 1  0      0 5736304  61400 2064944    0    0     0     0  307   66 25  0 75  0  0
 1  0      0 5736304  61400 2064944    0    0     0     0  308   68 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5736304  61400 2064944    0    0     0     4  312   70 25  0 75  0  0
 1  0      0 5736304  61400 2064944    0    0     0     0  300   67 25  0 75  0  0
 1  0      0 5736304  61408 2064944    0    0     0    12  320   88 25  0 75  0  0
 1  0      0 5736304  61408 2064944    0    0     0     0  302   64 25  0 75  0  0
 1  0      0 5736304  61408 2064944    0    0     0     0  317   90 25  0 75  0  0
 1  0      0 5738076  61408 2064944    0    0     0     0  336   81 25  1 75  0  0
 1  0      0 5737824  61408 2064944    0    0     0     4  323   76 25  0 75  0  0
 1  0      0 5737824  61412 2064944    0    0     0    20  335  101 25  0 75  0  0
 1  0      0 5737824  61412 2064944    0    0     0     0  320   86 25  0 75  0  0
 1  0      0 5737824  61412 2064944    0    0     0     0  303   63 25  0 75  0  0
 1  0      0 5737824  61412 2064944    0    0     0     0  306   68 25  0 75  0  0
 1  0      0 5737824  61412 2064944    0    0     0     0  321   73 25  0 75  0  0
 1  0      0 5737572  61420 2064944    0    0     0    16  327  104 25  0 75  0  0
 1  0      0 5737572  61420 2064944    0    0     0     0  321   78 25  0 75  0  0
 1  0      0 5737572  61420 2064944    0    0     0     0  313   78 25  0 75  0  0
 1  0      0 5737572  61420 2064944    0    0     0     0  315   70 25  0 75  0  0
 1  0      0 5737572  61420 2064944    0    0     0     0  306   71 25  0 75  0  0
 1  0      0 5737572  61424 2064940    0    0     0    12  319   87 25  0 75  0  0
 1  0      0 5737572  61424 2064944    0    0     0     4  324   81 25  0 75  0  0
 1  0      0 5737572  61424 2064948    0    0     0     0  301   64 25  0 75  0  0
 1  0      0 5737572  61424 2064948    0    0     0     0  314   85 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 5737572  61428 2064944    0    0     0    12  301   63 25  0 75  0  0
 1  0      0 5737572  61428 2064948    0    0     0     0  318   87 25  0 75  0  0
 1  0      0 5737572  61428 2064948    0    0     0     0  300   62 25  0 75  0  0
 1  0      0 5737572  61428 2064948    0    0     0     8  323   84 25  0 75  0  0
 1  0      0 5737572  61428 2064948    0    0     0     0  305   60 25  0 75  0  0
 1  0      0 5737572  61428 2064948    0    0     0     0  311   72 25  0 75  0  0
 1  0      0 5737572  61436 2064948    0    0     0    20  311   76 25  0 75  0  0
 1  0      0 5737572  61436 2064948    0    0     0     0  311   82 25  0 75  0  0
 1  0      0 5737572  61436 2064948    0    0     0     0  300   62 25  0 75  0  0
 1  0      0 5737572  61436 2064948    0    0     0     4  314   77 25  0 75  0  0
 1  0      0 5737572  61436 2064948    0    0     0     0  307   61 25  0 75  0  0
 1  0      0 5737572  61444 2064948    0    0     0    12  329  103 25  0 75  0  0
 1  0      0 5737572  61444 2064948    0    0     0     0  308   68 25  0 75  0  0
 1  0      0 5737572  61444 2064948    0    0     0     0  309   73 25  0 75  0  0
 1  0      0 5736240  61444 2064948    0    0     0     0  337   86 25  0 75  0  0
 1  0      0 5735808  61444 2064948    0    0     0     4  346   89 25  0 75  0  0
 1  0      0 5735808  61448 2064948    0    0     0    12  324   88 25  0 75  0  0
 1  0      0 5735808  61448 2064948    0    0     0     0  305   65 25  0 75  0  0
 1  0      0 5735808  61448 2064948    0    0     0     0  314   88 25  0 75  0  0
 1  0      0 5735808  61448 2064948    0    0     0     0  311   74 25  0 75  0  0
 1  0      0 5735808  61448 2064948    0    0     0     0  313   71 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5735808  61452 2064948    0    0     0    16  329   89 25  0 75  0  0
 1  0      0 5735808  61452 2064948    0    0     0     0  323   74 25  0 75  0  0
 1  0      0 5735808  61452 2064948    0    0     0     0  316   74 25  0 75  0  0
 1  0      0 5735808  61452 2064948    0    0     0     0  323   71 25  0 75  0  0
 1  0      0 5735808  61452 2064948    0    0     0     0  311   65 25  0 75  0  0
 1  0      0 5735808  61456 2064948    0    0     0    12  335   95 25  0 75  0  0
 1  0      0 5735808  61456 2064948    0    0     0     4  320   79 25  0 75  0  0
 1  0      0 5735808  61456 2064948    0    0     0     0  312   70 25  0 75  0  0
 1  0      0 5735808  61456 2064948    0    0     0     0  331   80 25  0 75  0  0
 1  0      0 5735808  61456 2064948    0    0     0     0  301   68 25  0 75  0  0
 1  0      0 5735808  61460 2064944    0    0     0    12  326   98 25  0 75  0  0
 1  0      0 5735808  61460 2064948    0    0     0     0  308   73 25  0 75  0  0
 1  0      0 5735808  61460 2064948    0    0     0     4  331   87 25  0 75  0  0
 1  0      0 5735808  61460 2064948    0    0     0     0  307   67 25  0 75  0  0
 1  0      0 5735808  61460 2064948    0    0     0     0  307   77 25  0 75  0  0
 1  0      0 5735808  61468 2064948    0    0     0    20  338   92 25  0 75  0  0
 1  0      0 5735808  61468 2064948    0    0     0     0  308   66 25  0 75  0  0
 1  0      0 5735808  61468 2064948    0    0     0     0  300   63 25  0 75  0  0
 1  0      0 5735808  61468 2064948    0    0     0     4  337   86 25  0 75  0  0
 1  0      0 5735808  61468 2064948    0    0     0     0  312   74 25  0 75  0  0
 1  0      0 5735808  61476 2064948    0    0     0    12  340   95 25  0 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
