procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5264364  82412 2546644    0    0     0    24  175   93 10  0 90  0  0
 0  0      0 5264364  82412 2546644    0    0     0     0  185   89 10  0 90  0  0
 0  0      0 5264364  82412 2546644    0    0     0     0  159   66 10  0 90  0  0
 0  0      0 5264364  82412 2546644    0    0     0     4  178   91 10  0 90  0  0
 0  0      0 5264364  82412 2546644    0    0     0     0  164   75 10  0 90  0  0
 0  0      0 5264364  82412 2546644    0    0     0     0  185   99 10  0 90  0  0
 0  0      0 5264364  82420 2546636    0    0     0    12  184   94 10  0 90  0  0
 0  0      0 5264364  82420 2546644    0    0     0     0  173   80 10  0 90  0  0
 0  0      0 5264364  82420 2546644    0    0     0     0  167   75 10  0 90  0  0
 0  0      0 5264364  82420 2546644    0    0     0     4  182   90 10  0 90  0  0
 0  0      0 5264364  82420 2546644    0    0     0     0  165   71 10  0 90  0  0
 0  0      0 5264364  82420 2546648    0    0     0     0  172   81 10  0 90  0  0
 0  0      0 5264364  82428 2546648    0    0     0    12  177   83 10  0 87  3  0
 0  0      0 5264364  82428 2546648    0    0     0     0  172   80 10  0 90  0  0
 0  0      0 5264364  82428 2546648    0    0     0     0  172   76 10  0 90  0  0
 0  0      0 5264364  82428 2546648    0    0     0     8  183   87 10  0 90  0  0
 0  0      0 5264364  82428 2546648    0    0     0     0  157   72 10  0 90  0  0
 0  0      0 5264364  82428 2546648    0    0     0     0  169   85 10  0 90  0  0
 0  0      0 5264364  82432 2546644    0    0     0    28  175   90 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5264364  82432 2546648    0    0     0     0  175   81 10  0 90  0  0
 0  0      0 5264364  82432 2546648    0    0     0     4  177   82 10  0 90  0  0
 0  0      0 5264364  82432 2546648    0    0     0     0  163   83 10  0 90  0  0
 0  0      0 5264364  82432 2546648    0    0     0     0  164   73 10  0 90  0  0
 0  0      0 5264364  82432 2546648    0    0     0     0  180   94 10  0 90  0  0
 0  0      0 5264364  82436 2546648    0    0     0    12  185   93 10  0 87  3  0
 0  0      0 5264364  82436 2546648    0    0     0     0  169   80 10  0 90  0  0
 0  0      0 5264364  82436 2546648    0    0     0     4  175   79 10  0 90  0  0
 0  0      0 5264364  82436 2546648    0    0     0     0  165   82 10  0 90  0  0
 0  0      0 5264364  82436 2546648    0    0     0     0  169   81 10  0 90  0  0
 0  0      0 5264364  82436 2546648    0    0     0     0  161   81 10  0 90  0  0
 0  0      0 5264364  82444 2546640    0    0     0    12  171   88 10  0 90  0  0
 0  0      0 5264364  82444 2546648    0    0     0     0  161   74 10  0 90  0  0
 0  0      0 5264364  82444 2546648    0    0     0     4  174   78 10  0 90  0  0
 0  0      0 5264364  82444 2546648    0    0     0     0  161   75 10  0 90  0  0
 0  0      0 5264364  82444 2546648    0    0     0     0  174   77 10  0 90  0  0
 0  0      0 5264364  82444 2546648    0    0     0     0  162   73 10  0 90  0  0
 0  0      0 5264364  82452 2546648    0    0     0    28  197  108 10  0 90  0  0
 0  0      0 5264364  82452 2546648    0    0     0     0  168   80 10  0 90  0  0
 0  0      0 5264364  82452 2546648    0    0     0     4  170   73 10  0 90  0  0
 0  0      0 5264364  82452 2546648    0    0     0     0  156   75 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5264364  82452 2546648    0    0     0     0  158   76 10  0 90  0  0
 0  0      0 5264364  82452 2546648    0    0     0     0  176   83 10  0 90  0  0
 0  0      0 5264364  82456 2546644    0    0     0    12  169   83 10  0 90  0  0
 0  0      0 5264364  82456 2546648    0    0     0     0  159   69 10  0 90  0  0
 0  0      0 5264364  82456 2546648    0    0     0     4  177   84 10  0 90  0  0
 0  0      0 5264364  82456 2546648    0    0     0     0  175   85 10  0 90  0  0
 0  0      0 5264364  82456 2546648    0    0     0     0  157   71 10  0 90  0  0
 0  0      0 5264364  82456 2546648    0    0     0     0  176   81 10  0 90  0  0
 0  0      0 5264364  82460 2546648    0    0     0    12  174   88 10  0 90  0  0
 0  0      0 5264364  82460 2546648    0    0     0     0  172   84 10  0 90  0  0
 0  0      0 5264364  82460 2546648    0    0     0     4  174   83 10  0 90  0  0
 0  0      0 5264364  82460 2546648    0    0     0     0  171   79 10  0 90  0  0
 0  0      0 5264364  82460 2546648    0    0     0     0  174   88 10  0 90  0  0
 0  0      0 5264364  82460 2546648    0    0     0     0  191   99 10  0 90  0  0
 0  0      0 5264364  82468 2546648    0    0     0    12  176   90 10  0 89  1  0
 0  0      0 5264364  82468 2546652    0    0     0     0  161   78 10  0 90  0  0
 0  0      0 5264364  82468 2546652    0    0     0     8  171   88 10  0 90  0  0
 0  0      0 5264364  82468 2546652    0    0     0     0  163   80 10  0 90  0  0
 0  0      0 5264364  82468 2546652    0    0     0     0  168   78 10  0 90  0  0
 0  0      0 5264364  82468 2546652    0    0     0     0  180   90 10  0 90  0  0
 0  0      0 5264364  82476 2546652    0    0     0    28  196  110 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 5264364  82476 2546652    0    0     0     4  188   89 10  0 90  0  0
 1  0      0 5264364  82476 2546652    0    0     0     0  163   79 10  0 90  0  0
 1  0      0 5264364  82476 2546652    0    0     0     0  169   80 10  0 90  0  0
 1  0      0 5264364  82476 2546652    0    0     0     0  169   79 10  0 90  0  0
 1  0      0 5264364  82476 2546652    0    0     0    12  172   78 10  0 90  0  0
 1  0      0 5264364  82484 2546652    0    0     0    12  168   83 10  0 90  0  0
 1  0      0 5264364  82484 2546652    0    0     0     4  168   77 10  0 90  0  0
 1  0      0 5264364  82484 2546652    0    0     0     0  159   78 10  0 90  0  0
 1  0      0 5264364  82484 2546652    0    0     0     0  169   83 10  0 90  0  0
 1  0      0 5264364  82484 2546652    0    0     0     0  161   77 10  0 90  0  0
 1  0      0 5264364  82484 2546652    0    0     0     0  164   79 10  0 90  0  0
 1  0      0 5264364  82488 2546648    0    0     0    12  170   87 10  0 89  1  0
 1  0      0 5264364  82488 2546652    0    0     0     4  170   83 10  0 90  0  0
 1  0      0 5264364  82488 2546652    0    0     0     0  165   74 10  0 90  0  0
 1  0      0 5264364  82488 2546652    0    0     0     0  158   72 10  0 90  0  0
 1  0      0 5264364  82488 2546652    0    0     0     0  170   87 10  0 90  0  0
 1  0      0 5264364  82488 2546652    0    0     0     0  153   73 10  0 90  0  0
 1  0      0 5264364  82496 2546652    0    0     0    12  167   85 10  0 88  2  0
 1  0      0 5264364  82496 2546652    0    0     0     4  177   82 10  0 90  0  0
 1  0      0 5264364  82496 2546652    0    0     0     0  162   78 10  0 90  0  0
 1  0      0 5264364  82496 2546652    0    0     0     0  153   77 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5264364  82496 2546652    0    0     0     0  153   73 10  0 90  0  0
 1  0      0 5264364  82496 2546652    0    0     0     0  163   85 10  0 90  0  0
 1  0      0 5264364  82504 2546652    0    0     0    12  172   86 10  0 88  2  0
 1  0      0 5264364  82504 2546652    0    0     0     4  175   92 10  0 90  0  0
 1  0      0 5264364  82504 2546652    0    0     0     0  160   76 10  0 90  0  0
 1  0      0 5264364  82504 2546652    0    0     0     0  150   70 10  0 90  0  0
 1  0      0 5264364  82504 2546652    0    0     0     0  162   79 10  0 90  0  0
 1  0      0 5264364  82504 2546652    0    0     0     0  160   83 10  0 90  0  0
 1  0      0 5264364  82508 2546652    0    0     0    12  168   87 10  0 89  1  0
 1  0      0 5264364  82508 2546652    0    0     0     4  168   74 10  0 90  0  0
 1  0      0 5264364  82508 2546652    0    0     0     0  157   82 10  0 90  0  0
 1  0      0 5264364  82508 2546652    0    0     0     0  160   78 10  0 90  0  0
 1  0      0 5264364  82508 2546652    0    0     0     0  172   82 10  0 90  0  0
 1  0      0 5264364  82508 2546652    0    0     0     0  160   75 10  0 90  0  0
 1  0      0 5264364  82516 2546652    0    0     0    12  177   96 10  0 89  1  0
 1  0      0 5264364  82516 2546652    0    0     0     4  184   84 10  0 90  0  0
 1  0      0 5264364  82516 2546652    0    0     0     0  159   74 10  0 90  0  0
 1  0      0 5264364  82516 2546652    0    0     0     0  160   74 10  0 90  0  0
 1  0      0 5264364  82516 2546652    0    0     0     0  170   89 10  0 90  0  0
 1  0      0 5264364  82516 2546656    0    0     0     0  161   83 10  0 90  0  0
 1  0      0 5264364  82524 2546656    0    0     0    12  167   87 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 5264364  82524 2546656    0    0     0     8  165   75 10  0 90  0  0
 1  0      0 5264364  82524 2546656    0    0     0     0  173   84 10  0 90  0  0
 1  0      0 5264364  82524 2546656    0    0     0     0  158   74 10  0 90  0  0
 1  0      0 5264364  82524 2546656    0    0     0     0  159   75 10  0 90  0  0
 1  0      0 5264364  82524 2546656    0    0     0     0  158   76 10  0 90  0  0
 1  0      0 5264364  82532 2546656    0    0     0    32  178  103 10  0 90  0  0
 1  0      0 5264364  82532 2546656    0    0     0     0  174   80 10  0 90  0  0
 1  0      0 5264364  82532 2546656    0    0     0     0  171   83 10  0 90  0  0
 1  0      0 5264364  82532 2546656    0    0     0     0  160   72 10  0 90  0  0
 1  0      0 5264364  82532 2546656    0    0     0     0  166   85 10  0 90  0  0
 1  0      0 5264364  82540 2546648    0    0     0    52  199  137 10  0 90  0  0
 1  0      0 5264364  82540 2546656    0    0     0     4  196   99 10  0 90  0  0
 1  0      0 5264364  82540 2546656    0    0     0     0  159   71 10  0 90  0  0
 1  0      0 5264364  82540 2546656    0    0     0     0  184  100 10  0 90  0  0
 1  0      0 5264364  82540 2546656    0    0     0     0  171   95 10  0 90  0  0
 1  0      0 5264364  82540 2546656    0    0     0     0  172   84 10  0 90  0  0
 1  0      0 5264364  82548 2546648    0    0     0    12  174   91 10  0 90  0  0
 1  0      0 5264364  82548 2546656    0    0     0     4  176   85 10  0 90  0  0
 1  0      0 5264364  82548 2546656    0    0     0     0  149   67 10  0 90  0  0
 1  0      0 5264364  82548 2546656    0    0     0     0  167   81 10  0 90  0  0
 1  0      0 5264364  82548 2546656    0    0     0     0  163   77 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 5264364  82548 2546656    0    0     0     8  175   89 10  0 90  0  0
 1  0      0 5264364  82556 2546648    0    0     0     4  160   80 10  0 90  0  0
 1  0      0 5264364  82556 2546656    0    0     0     4  166   76 10  0 90  0  0
 1  0      0 5264364  82556 2546656    0    0     0     0  165   72 10  0 90  0  0
 1  0      0 5264364  82556 2546656    0    0     0     0  161   84 10  0 90  0  0
 1  0      0 5264364  82556 2546656    0    0     0     0  170   78 10  0 90  0  0
 1  0      0 5264364  82560 2546656    0    0     0    12  187   96 10  0 89  1  0
 1  0      0 5264364  82560 2546656    0    0     0     0  158   68 10  0 90  0  0
 1  0      0 5264364  82560 2546656    0    0     0     4  171   87 10  0 90  0  0
 1  0      0 5264364  82560 2546656    0    0     0     0  163   78 10  0 90  0  0
 1  0      0 5264364  82560 2546656    0    0     0     0  169   81 10  0 90  0  0
 1  0      0 5264364  82560 2546656    0    0     0     0  156   71 10  0 90  0  0
 1  0      0 5264364  82568 2546656    0    0     0    12  173   90 10  0 90  0  0
 1  0      0 5264364  82568 2546656    0    0     0     0  167   74 10  0 90  0  0
 1  0      0 5264364  82568 2546656    0    0     0     4  179   88 10  0 90  0  0
 1  0      0 5264364  82568 2546656    0    0     0     0  168   74 10  0 90  0  0
 1  0      0 5264364  82568 2546656    0    0     0     0  169   90 10  0 90  0  0
 1  0      0 5264364  82568 2546656    0    0     0     0  170   82 10  0 90  0  0
 1  0      0 5264364  82576 2546656    0    0     0    12  178   93 10  0 89  1  0
 1  0      0 5264364  82576 2546656    0    0     0     0  184   90 10  0 90  0  0
 1  0      0 5264364  82576 2546656    0    0     0     4  185   92 10  0 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
